Step,E_pot,E_kin,Temp,AddedToTrainingSet
250,-337.6595,7.7879,941.4,False
251,-337.7050,7.6992,930.7,False
252,-337.7753,7.6833,928.8,False
253,-337.8629,7.6765,927.9,False
254,-337.9576,7.7971,942.5,False
255,-338.0574,7.7448,936.2,False
256,-338.1693,7.9033,955.4,False
257,-338.2944,8.0579,974.0,False
258,-338.4264,8.2070,992.1,False
259,-338.5549,8.2319,995.1,False
260,-338.6730,8.2534,997.7,False
261,-338.7750,8.5095,1028.6,False
262,-338.8605,8.7356,1056.0,False
263,-338.9260,8.5874,1038.0,False
264,-338.9755,8.6301,1043.2,False
265,-339.0156,8.6665,1047.6,False
266,-339.0498,8.8301,1067.4,False
267,-339.0719,8.8686,1072.0,False
268,-339.0836,9.0462,1093.5,False
269,-339.0795,9.0425,1093.1,False
270,-339.0591,9.0002,1087.9,False
271,-339.0350,8.9139,1077.5,False
272,-339.0035,8.8842,1073.9,False
273,-338.9499,8.8398,1068.6,False
274,-338.8887,8.7120,1053.1,False
275,-338.8235,8.6450,1045.0,False
276,-338.7534,8.5135,1029.1,False
277,-338.6735,8.5109,1028.8,False
278,-338.5907,8.2816,1001.1,False
279,-338.5229,8.2913,1002.3,False
280,-338.4579,8.3627,1010.9,False
281,-338.3961,8.2539,997.7,False
282,-338.3561,8.1844,989.3,False
283,-338.3256,8.1855,989.5,False
284,-338.3111,8.2217,993.8,False
285,-338.2973,8.3770,1012.6,False
286,-338.2846,8.4131,1017.0,False
287,-338.2702,8.3935,1014.6,False
288,-338.2642,8.2306,994.9,False
289,-338.2679,8.1801,988.8,False
290,-338.2831,8.1447,984.5,False
291,-338.3068,8.2258,994.3,False
292,-338.3444,8.3249,1006.3,False
293,-338.3982,8.4078,1016.3,False
294,-338.4612,8.5689,1035.8,False
295,-338.5310,8.7782,1061.1,False
296,-338.6093,9.0037,1088.4,False
297,-338.6683,9.1449,1105.4,False
298,-338.7190,8.9994,1087.9,False
299,-338.7620,9.1636,1107.7,False
300,-338.7886,9.1674,1108.2,False
301,-338.7973,9.0403,1092.8,False
302,-338.7851,9.0040,1088.4,False
303,-338.7368,8.9284,1079.3,False
304,-338.6597,8.7727,1060.4,False
305,-338.5504,8.4475,1021.1,False
306,-338.4092,8.2922,1002.4,False
307,-338.2557,8.1764,988.4,False
308,-338.1013,7.9699,963.4,False
309,-337.9366,7.8222,945.5,False
310,-337.7737,7.6554,925.4,False
311,-337.6218,7.1913,869.3,False
312,-337.4802,6.9256,837.2,False
313,-337.3618,6.6634,805.5,False
314,-337.2731,6.6461,803.4,False
315,-337.2023,6.6764,807.0,False
316,-337.1635,6.7497,815.9,False
317,-337.1481,6.8760,831.2,False
318,-337.1551,6.7502,816.0,False
319,-337.1903,6.9373,838.6,False
320,-337.2491,6.9957,845.6,False
321,-337.3288,7.0627,853.7,False
322,-337.4344,7.2599,877.6,False
323,-337.5577,7.3530,888.8,False
324,-337.7000,7.5534,913.1,False
325,-337.8664,7.6756,927.8,False
326,-338.0486,8.1311,982.9,False
327,-338.2377,8.3297,1006.9,False
328,-338.4223,8.5103,1028.7,False
329,-338.6010,8.8751,1072.8,False
330,-338.7730,9.0353,1092.2,False
331,-338.9333,9.1989,1112.0,False
332,-339.0736,9.3833,1134.3,False
333,-339.1953,9.5802,1158.1,False
334,-339.2979,9.9263,1199.9,False
335,-339.3735,9.7617,1180.0,False
336,-339.4235,9.7836,1182.6,False
337,-339.4500,9.8514,1190.8,False
338,-339.4551,9.8635,1192.3,False
339,-339.4348,9.6953,1172.0,False
340,-339.3870,9.4036,1136.7,False
341,-339.3129,9.3006,1124.3,False
342,-339.2087,9.2873,1122.7,False
