Step,E_pot,E_kin,Temp,AddedToTrainingSet
166,-125.9785,1.0575,204.5,False
167,-125.9758,1.0954,211.9,False
168,-125.9733,1.1309,218.7,False
169,-125.9706,1.1209,216.8,False
170,-125.9679,1.1357,219.7,False
171,-126.3984,1.1348,219.5,True
172,-125.9639,1.1176,216.2,False
173,-125.9622,1.1031,213.4,False
174,-125.9603,1.1048,213.7,False
175,-125.9580,1.1095,214.6,False
176,-125.9558,1.1221,217.0,False
177,-125.9537,1.1589,224.1,False
178,-125.9513,1.1339,219.3,False
179,-125.9488,1.1843,229.1,False
180,-125.9465,1.1934,230.8,False
181,-126.3586,1.2072,233.5,True
182,-125.9412,1.2288,237.7,False
183,-125.9388,1.2103,234.1,False
184,-125.9366,1.1674,225.8,False
185,-125.9347,1.2011,232.3,False
186,-125.9329,1.1900,230.1,False
187,-125.9315,1.1619,224.7,False
188,-125.9303,1.1671,225.7,False
189,-125.9287,1.1645,225.2,False
190,-125.9269,1.1885,229.9,False
191,-126.3227,1.1915,230.4,True
192,-125.9229,1.2203,236.0,False
193,-125.9212,1.2134,234.7,False
194,-125.9198,1.2091,233.8,False
195,-125.9186,1.2088,233.8,False
196,-125.9176,1.2379,239.4,False
197,-125.9165,1.2138,234.8,False
198,-125.9152,1.1385,220.2,False
199,-125.9139,1.1338,219.3,False
200,-125.9125,1.1060,213.9,False
201,-126.2935,1.0801,208.9,True
202,-125.9101,1.0722,207.4,False
203,-125.9088,1.0848,209.8,False
204,-125.9076,1.1273,218.0,False
205,-125.9063,1.1105,214.8,False
206,-125.9053,1.1292,218.4,False
207,-125.9046,1.1590,224.2,False
208,-125.9042,1.1588,224.1,False
209,-125.9042,1.1405,220.6,False
210,-125.9043,1.1138,215.4,False
211,-126.2731,1.0834,209.5,True
212,-125.9046,1.1021,213.2,False
213,-125.9054,1.1021,213.2,False
214,-125.9064,1.0713,207.2,False
215,-125.9076,1.0955,211.9,False
216,-125.9088,1.1071,214.1,False
217,-125.9097,1.1461,221.7,False
218,-125.9103,1.1389,220.3,False
219,-125.9110,1.1296,218.5,False
220,-125.9114,1.1151,215.7,False
221,-126.2694,1.1244,217.5,True
222,-125.9130,1.1375,220.0,False
223,-125.9137,1.1365,219.8,False
224,-125.9147,1.1658,225.5,False
225,-125.9158,1.1718,226.6,False
226,-125.9171,1.1813,228.5,False
227,-125.9186,1.1675,225.8,False
228,-125.9202,1.2017,232.4,False
229,-125.9217,1.1722,226.7,False
230,-125.9232,1.1839,229.0,False
231,-126.2693,1.1891,230.0,True
232,-125.9265,1.1666,225.6,False
233,-125.9281,1.1985,231.8,False
234,-125.9297,1.1904,230.2,False
235,-125.9313,1.2159,235.2,False
236,-125.9333,1.1803,228.3,False
237,-125.9357,1.1933,230.8,False
238,-125.9384,1.1657,225.5,False
239,-125.9410,1.2006,232.2,False
240,-125.9434,1.2002,232.1,False
241,-126.2772,1.1934,230.8,True
242,-125.9479,1.1648,225.3,False
243,-125.9500,1.1780,227.8,False
244,-125.9521,1.2339,238.6,False
245,-125.9539,1.2385,239.5,False
246,-125.9554,1.2580,243.3,False
247,-125.9569,1.2653,244.7,False
248,-125.9586,1.2772,247.0,False
249,-125.9603,1.2670,245.1,False
250,-125.9620,1.2891,249.3,False
251,-126.2843,1.3331,257.8,True
252,-125.9654,1.3061,252.6,False
253,-125.9670,1.2523,242.2,False
254,-125.9688,1.2811,247.8,False
255,-125.9707,1.2868,248.9,False
256,-125.9729,1.3039,252.2,False
257,-125.9754,1.2905,249.6,False
258,-125.9779,1.2835,248.2,False
259,-125.9804,1.2860,248.7,False
260,-125.9828,1.3210,255.5,False
261,-126.2962,1.3437,259.9,True
262,-125.9867,1.3470,260.5,False
263,-125.9882,1.3445,260.0,False
264,-125.9894,1.3048,252.4,False
265,-125.9908,1.3690,264.8,False
266,-125.9924,1.3786,266.6,False
267,-125.9940,1.3945,269.7,False
268,-125.9957,1.4066,272.0,False
269,-125.9977,1.3757,266.1,False
270,-125.9997,1.3462,260.4,False
271,-126.3038,1.3381,258.8,True
272,-126.0036,1.3466,260.4,False
273,-126.0057,1.3392,259.0,False
274,-126.0081,1.3106,253.5,False
275,-126.0106,1.3034,252.1,False
276,-126.0132,1.3124,253.8,False
277,-126.0160,1.3115,253.7,False
278,-126.0189,1.3043,252.3,False
279,-126.0220,1.3468,260.5,False
280,-126.0254,1.3294,257.1,False
281,-126.3247,1.2916,249.8,True
282,-126.0321,1.2516,242.1,False
283,-126.0351,1.2586,243.4,False
284,-126.0383,1.2623,244.1,False
285,-126.0413,1.2451,240.8,False
286,-126.0442,1.2703,245.7,False
287,-126.0471,1.2513,242.0,False
288,-126.0500,1.2205,236.1,False
289,-126.0528,1.2564,243.0,False
290,-126.0560,1.2632,244.3,False
291,-126.3497,1.2524,242.2,True
292,-126.3034,1.2593,243.6,False
293,-126.3053,1.2719,246.0,False
294,-126.3074,1.2557,242.9,False
295,-126.3095,1.2345,238.8,False
296,-126.3115,1.2487,241.5,False
297,-126.3135,1.2674,245.1,False
298,-126.3153,1.2623,244.1,False
299,-126.3170,1.2365,239.2,False
300,-126.3187,1.2688,245.4,False
301,-126.3205,1.2624,244.2,False
302,-126.3225,1.2418,240.2,False
303,-126.3246,1.2220,236.3,False
304,-126.3267,1.2307,238.0,False
305,-126.3284,1.2321,238.3,False
306,-126.3302,1.2669,245.0,False
307,-126.3321,1.2434,240.5,False
308,-126.3338,1.2304,238.0,False
309,-126.3356,1.2553,242.8,False
310,-126.3374,1.2360,239.1,False
311,-126.3392,1.2810,247.8,False
312,-126.3412,1.3072,252.8,False
313,-126.3431,1.3330,257.8,False
314,-126.3445,1.3336,257.9,False
315,-126.3457,1.3296,257.1,False
316,-126.3471,1.3303,257.3,False
317,-126.3484,1.2791,247.4,False
318,-126.3498,1.2722,246.0,False
319,-126.3513,1.2753,246.7,False
320,-126.3529,1.2982,251.1,False
321,-126.3541,1.2713,245.9,False
322,-126.3551,1.2701,245.7,False
323,-126.3564,1.2383,239.5,False
324,-126.3578,1.2353,238.9,False
325,-126.3593,1.2308,238.0,False
326,-126.3611,1.2521,242.2,False
327,-126.3632,1.2627,244.2,False
328,-126.3655,1.2472,241.2,False
329,-126.3679,1.2463,241.0,False
330,-126.3700,1.1867,229.5,False
331,-126.3718,1.1826,228.7,False
332,-126.3733,1.1853,229.2,False
333,-126.3746,1.1524,222.9,False
334,-126.3760,1.1624,224.8,False
335,-126.3771,1.1853,229.2,False
336,-126.3781,1.1652,225.4,False
337,-126.3792,1.1611,224.6,False
338,-126.3804,1.1599,224.3,False
339,-126.3817,1.1584,224.0,False
340,-126.3828,1.1645,225.2,False
341,-126.3839,1.1641,225.1,False
342,-126.3846,1.1885,229.9,False
343,-126.3850,1.1957,231.3,False
344,-126.3853,1.2032,232.7,False
345,-126.3857,1.2097,234.0,False
346,-126.3862,1.2322,238.3,False
347,-126.3867,1.2135,234.7,False
348,-126.3873,1.2230,236.5,False
349,-126.3879,1.2579,243.3,False
350,-126.3883,1.2556,242.8,False
351,-126.3887,1.2428,240.4,False
352,-126.3890,1.2632,244.3,False
353,-126.3896,1.3073,252.8,False
354,-126.3902,1.3171,254.7,False
355,-126.3909,1.2991,251.3,False
356,-126.3914,1.2870,248.9,False
357,-126.3921,1.2638,244.4,False
358,-126.3930,1.2520,242.1,False
359,-126.3939,1.2721,246.0,False
360,-126.3948,1.3114,253.6,False
361,-126.3957,1.3458,260.3,False
362,-126.3965,1.3499,261.1,False
363,-126.3970,1.3083,253.0,False
364,-126.3971,1.3470,260.5,False
365,-126.3973,1.3774,266.4,False
366,-126.3977,1.4071,272.1,False
367,-126.3980,1.4090,272.5,False
368,-126.3985,1.4266,275.9,False
369,-126.3993,1.4039,271.5,False
370,-126.4002,1.4020,271.2,False
371,-126.4017,1.4100,272.7,False
372,-126.4030,1.4537,281.2,False
373,-126.4042,1.4872,287.6,False
374,-126.4056,1.4922,288.6,False
375,-126.4073,1.5098,292.0,False
376,-126.4091,1.5122,292.5,False
377,-126.4108,1.5302,295.9,False
378,-126.4128,1.5067,291.4,False
379,-126.4145,1.5132,292.7,False
380,-126.4162,1.5178,293.6,False
381,-126.4182,1.5004,290.2,False
382,-126.4201,1.4757,285.4,False
383,-126.4219,1.5036,290.8,False
384,-126.4237,1.4795,286.1,False
385,-126.4254,1.5157,293.1,False
386,-126.4270,1.5074,291.5,False
387,-126.4286,1.4891,288.0,False
388,-126.4300,1.5510,300.0,False
389,-126.4310,1.5793,305.5,False
390,-126.4319,1.5997,309.4,False
391,-126.4327,1.5969,308.9,False
392,-126.4335,1.6076,310.9,False
393,-126.4344,1.6239,314.1,False
394,-126.4354,1.6227,313.8,False
395,-126.4363,1.6114,311.7,False
396,-126.4374,1.5656,302.8,False
397,-126.4388,1.5981,309.1,False
398,-126.4401,1.5942,308.3,False
399,-126.4413,1.5678,303.2,False
400,-126.4422,1.6150,312.4,False
401,-126.4431,1.6065,310.7,False
402,-126.4444,1.6158,312.5,False
403,-126.4458,1.6866,326.2,False
404,-126.4474,1.6971,328.2,False
405,-126.4490,1.7411,336.7,False
406,-126.4509,1.7083,330.4,False
407,-126.4529,1.7147,331.6,False
408,-126.4547,1.6938,327.6,False
409,-126.4562,1.6572,320.5,False
410,-126.4573,1.6543,319.9,False
411,-126.4582,1.6251,314.3,False
412,-126.4591,1.6412,317.4,False
413,-126.4602,1.6288,315.0,False
414,-126.4616,1.6309,315.4,False
415,-126.4630,1.6577,320.6,False
416,-126.4639,1.6760,324.2,False
417,-126.4646,1.6534,319.8,False
418,-126.4653,1.6273,314.7,False
419,-126.4661,1.6335,315.9,False
420,-126.4668,1.6146,312.3,False
421,-126.4677,1.6171,312.8,False
422,-126.4688,1.6281,314.9,False
423,-126.4698,1.6491,319.0,False
424,-126.4703,1.6347,316.2,False
425,-126.4709,1.6302,315.3,False
426,-126.4715,1.6843,325.8,False
427,-126.4722,1.6820,325.3,False
428,-126.4729,1.7017,329.1,False
429,-126.4735,1.6635,321.7,False
430,-126.4740,1.6911,327.1,False
431,-126.4740,1.6876,326.4,False
432,-126.4741,1.7178,332.2,False
433,-126.4742,1.6913,327.1,False
434,-126.4743,1.6886,326.6,False
435,-126.4742,1.6839,325.7,False
436,-126.4740,1.7184,332.4,False
437,-126.4738,1.7010,329.0,False
438,-126.4737,1.7229,333.2,False
439,-126.4737,1.6889,326.7,False
440,-126.4735,1.6850,325.9,False
441,-126.4734,1.6942,327.7,False
442,-126.4731,1.6139,312.1,False
443,-126.4725,1.6121,311.8,False
444,-126.4715,1.6203,313.4,False
445,-126.4700,1.5788,305.3,False
446,-126.4684,1.5862,306.8,False
447,-126.4665,1.5928,308.1,False
448,-126.4647,1.6178,312.9,False
449,-126.4632,1.6516,319.4,False
450,-126.4615,1.6594,320.9,False
451,-126.4591,1.6229,313.9,False
452,-126.4562,1.6471,318.6,False
453,-126.4533,1.6097,311.3,False
454,-126.4505,1.6245,314.2,False
455,-126.4474,1.6532,319.7,False
456,-126.4444,1.6622,321.5,False
457,-126.4411,1.6589,320.9,False
458,-126.4376,1.6559,320.3,False
459,-126.4340,1.6373,316.7,False
460,-126.4303,1.6260,314.5,False
461,-126.4265,1.6408,317.3,False
462,-126.4226,1.6273,314.7,False
463,-126.4183,1.6267,314.6,False
464,-126.4141,1.6186,313.1,False
465,-126.4102,1.5987,309.2,False
466,-126.4062,1.6009,309.6,False
467,-126.4021,1.5514,300.1,False
468,-126.3979,1.5562,301.0,False
469,-126.3940,1.5391,297.7,False
470,-126.3899,1.5337,296.6,False
471,-126.3859,1.4864,287.5,False
472,-126.3820,1.4885,287.9,False
473,-126.3780,1.4918,288.5,False
474,-126.3737,1.4719,284.7,False
475,-126.3698,1.5081,291.7,False
476,-126.3661,1.5275,295.4,False
477,-126.3626,1.5192,293.8,False
478,-126.3589,1.4818,286.6,False
479,-126.3555,1.4960,289.3,False
480,-126.3518,1.4594,282.3,False
481,-126.3477,1.4730,284.9,False
482,-126.3433,1.4644,283.2,False
483,-126.3391,1.4192,274.5,False
484,-126.3352,1.3969,270.2,False
485,-126.3315,1.3904,268.9,False
486,-126.3278,1.4102,272.7,False
487,-126.3241,1.3593,262.9,False
488,-126.3203,1.3687,264.7,False
489,-126.3167,1.3926,269.3,False
490,-126.3132,1.3422,259.6,False
491,-126.3099,1.3637,263.7,False
492,-126.3066,1.3365,258.5,False
493,-126.3031,1.3112,253.6,False
494,-126.2995,1.2847,248.5,False
495,-126.2957,1.2922,249.9,False
496,-126.2919,1.3067,252.7,False
497,-126.2886,1.3284,256.9,False
498,-126.2859,1.3575,262.5,False
499,-126.2835,1.3696,264.9,False
500,-126.2810,1.3837,267.6,False
501,-126.2786,1.3663,264.3,False
502,-126.2768,1.3361,258.4,False
503,-126.2753,1.3170,254.7,False
504,-126.2745,1.3368,258.5,False
505,-126.2734,1.3620,263.4,False
506,-126.2724,1.3921,269.2,False
507,-126.2716,1.3625,263.5,False
508,-126.2709,1.4153,273.7,False
509,-126.2706,1.4314,276.8,False
510,-126.2702,1.4352,277.6,False
511,-126.2696,1.4394,278.4,False
512,-126.2692,1.4673,283.8,False
513,-126.2684,1.4185,274.3,False
514,-126.2678,1.4533,281.1,False
515,-126.2675,1.4254,275.7,False
516,-126.2674,1.4292,276.4,False
517,-126.2676,1.4108,272.9,False
518,-126.2684,1.4418,278.9,False
519,-126.2694,1.4556,281.5,False
520,-126.2702,1.4468,279.8,False
521,-126.2711,1.4576,281.9,False
522,-126.2722,1.4574,281.9,False
523,-126.2734,1.4839,287.0,False
524,-126.2747,1.4929,288.7,False
525,-126.2767,1.4318,276.9,False
526,-126.2791,1.4552,281.5,False
527,-126.2820,1.4419,278.9,False
528,-126.2852,1.4295,276.5,False
529,-126.2886,1.4359,277.7,False
530,-126.2924,1.4660,283.5,False
531,-126.2965,1.4577,281.9,False
532,-126.3007,1.4470,279.9,False
533,-126.3044,1.4794,286.1,False
534,-126.3081,1.4668,283.7,False
535,-126.3122,1.4906,288.3,False
536,-126.3165,1.5185,293.7,False
537,-126.3208,1.5175,293.5,False
538,-126.3251,1.5557,300.9,False
539,-126.3291,1.5822,306.0,False
540,-126.3330,1.5732,304.3,False
541,-126.3370,1.5835,306.3,False
542,-126.3408,1.5704,303.7,False
543,-126.3447,1.5719,304.0,False
544,-126.3484,1.5769,305.0,False
545,-126.3521,1.5905,307.6,False
546,-126.3560,1.5946,308.4,False
547,-126.3601,1.6002,309.5,False
548,-126.3644,1.5913,307.8,False
549,-126.3686,1.5668,303.0,False
550,-126.3726,1.5592,301.6,False
551,-126.3761,1.5451,298.8,False
552,-126.3796,1.5694,303.5,False
553,-126.3833,1.5438,298.6,False
554,-126.3868,1.5212,294.2,False
555,-126.3903,1.4769,285.6,False
556,-126.3939,1.4663,283.6,False
557,-126.3970,1.3845,267.8,False
558,-126.3996,1.3668,264.3,False
559,-126.4017,1.4170,274.1,False
560,-126.4038,1.4323,277.0,False
561,-126.4058,1.4527,281.0,False
562,-126.4074,1.4174,274.1,False
563,-126.4091,1.4083,272.4,False
564,-126.4111,1.3734,265.6,False
565,-126.4131,1.3976,270.3,False
566,-126.4151,1.4321,277.0,False
567,-126.4168,1.4629,282.9,False
568,-126.4181,1.4777,285.8,False
569,-126.4193,1.5020,290.5,False
570,-126.4209,1.4764,285.5,False
571,-126.4222,1.4510,280.6,False
572,-126.4235,1.4385,278.2,False
573,-126.4242,1.4700,284.3,False
574,-126.4246,1.5139,292.8,False
575,-126.4251,1.5696,303.6,False
576,-126.4256,1.5750,304.6,False
577,-126.4264,1.5535,300.5,False
578,-126.4276,1.5780,305.2,False
579,-126.4292,1.5960,308.7,False
580,-126.4309,1.6495,319.0,False
581,-126.4330,1.6008,309.6,False
582,-126.4351,1.5868,306.9,False
583,-126.4374,1.5484,299.5,False
584,-126.4393,1.5670,303.1,False
585,-126.4409,1.5678,303.2,False
586,-126.4426,1.5759,304.8,False
587,-126.4446,1.6335,315.9,False
588,-126.4467,1.6363,316.5,False
589,-126.4489,1.6052,310.5,False
590,-126.4512,1.6154,312.4,False
591,-126.4535,1.6107,311.5,False
592,-126.4554,1.6342,316.1,False
593,-126.4574,1.6399,317.2,False
594,-126.4599,1.6238,314.1,False
595,-126.4626,1.5945,308.4,False
596,-126.4657,1.5386,297.6,False
597,-126.4689,1.5011,290.3,False
598,-126.4722,1.5373,297.3,False
599,-126.4755,1.5402,297.9,False
600,-126.4790,1.5663,302.9,False
601,-126.4825,1.5894,307.4,False
602,-126.4860,1.5971,308.9,False
603,-126.4894,1.6020,309.8,False
604,-126.4923,1.6198,313.3,False
605,-126.4949,1.6141,312.2,False
606,-126.4972,1.5964,308.8,False
607,-126.4992,1.6088,311.2,False
608,-126.5009,1.6016,309.8,False
609,-126.5024,1.6049,310.4,False
610,-126.5038,1.5822,306.0,False
611,-126.5053,1.5930,308.1,False
612,-126.5068,1.5619,302.1,False
613,-126.5081,1.5546,300.7,False
614,-126.5095,1.5156,293.1,False
615,-126.5113,1.5093,291.9,False
616,-126.5130,1.5217,294.3,False
617,-126.5149,1.5561,301.0,False
618,-126.5168,1.5769,305.0,False
619,-126.5185,1.5787,305.3,False
620,-126.5202,1.6293,315.1,False
621,-126.5219,1.6219,313.7,False
622,-126.5236,1.6277,314.8,False
623,-126.5250,1.6610,321.3,False
624,-126.5263,1.6496,319.0,False
625,-126.5270,1.6694,322.9,False
626,-126.5277,1.6507,319.3,False
627,-126.5284,1.6946,327.8,False
628,-126.5285,1.6847,325.8,False
629,-126.5289,1.6970,328.2,False
630,-126.5292,1.6970,328.2,False
631,-126.5292,1.6995,328.7,False
632,-126.5291,1.6659,322.2,False
633,-126.5289,1.6279,314.8,False
634,-126.5287,1.6765,324.2,False
635,-126.5283,1.6826,325.4,False
636,-126.5280,1.6859,326.1,False
637,-126.5279,1.7208,332.8,False
638,-126.5276,1.7239,333.4,False
639,-126.5273,1.7226,333.2,False
640,-126.5269,1.7330,335.2,False
641,-126.5265,1.7760,343.5,False
642,-126.5258,1.8227,352.5,False
643,-126.5248,1.7703,342.4,False
644,-126.5236,1.8086,349.8,False
645,-126.5224,1.8072,349.5,False
646,-126.5206,1.7794,344.2,False
647,-126.5189,1.7316,334.9,False
648,-126.5171,1.7030,329.4,False
649,-126.5151,1.6985,328.5,False
650,-126.5129,1.6862,326.1,False
651,-126.5102,1.6939,327.6,False
652,-126.5076,1.6585,320.8,False
653,-126.5050,1.6701,323.0,False
654,-126.5027,1.6562,320.3,False
655,-126.5003,1.6709,323.2,False
656,-126.4972,1.6785,324.6,False
657,-126.4940,1.7035,329.5,False
658,-126.4908,1.7187,332.4,False
659,-126.4877,1.6807,325.1,False
660,-126.4845,1.6691,322.8,False
661,-126.4809,1.6970,328.2,False
662,-126.4769,1.6829,325.5,False
663,-126.4730,1.6707,323.1,False
664,-126.4691,1.6116,311.7,False
665,-126.4651,1.5789,305.4,False
666,-126.4607,1.5951,308.5,False
667,-126.4560,1.6221,313.7,False
668,-126.4512,1.5789,305.4,False
669,-126.4464,1.5733,304.3,False
670,-126.4412,1.5912,307.8,False
671,-126.4356,1.5842,306.4,False
672,-126.4300,1.5386,297.6,False
673,-126.4247,1.5728,304.2,False
674,-126.4196,1.5484,299.5,False
675,-126.4148,1.5350,296.9,False
676,-126.4098,1.5574,301.2,False
677,-126.4048,1.5855,306.7,False
678,-126.4003,1.5424,298.3,False
679,-126.3959,1.5002,290.2,False
680,-126.3911,1.4943,289.0,False
681,-126.3864,1.4810,286.4,False
682,-126.3819,1.4866,287.5,False
683,-126.3772,1.5009,290.3,False
